created_at,anomaly_score,ph,TDS,water_level,DHT_temp,water_temp
2027-11-03 00:00:00,0.6903491245145321,5.78,678.1,2.0,23.3,20.1
2027-11-04 00:00:00,0.6589535883117109,5.8,672.91,2.0,23.2,22.12
2027-11-05 00:00:00,0.6270459631868098,5.82,666.48,2.0,23.2,23.17
2027-11-06 00:00:00,0.685314486218304,5.78,659.11,2.0,23.2,24.35
2027-11-07 00:00:00,0.6830124668335048,5.78,651.74,2.0,23.2,23.6
2027-11-08 00:00:00,0.7742389001957222,5.79,643.55,2.0,23.2,23.25
2027-11-09 00:00:00,0.6594556920173358,5.86,634.52,2.0,23.2,18.76
2027-11-10 00:00:00,0.6172924022639771,5.81,624.97,2.0,23.2,23.25
2027-11-11 00:00:00,0.6782840391138177,5.8,616.56,2.0,23.2,20.57
2027-11-12 00:00:00,0.6462444615544937,5.81,607.85,2.0,23.2,22.61
2027-11-12 02:00:00,0.5999934860343747,5.8,1406.7,2.0,23.2,21.54
2027-11-13 00:00:00,0.6027261130086525,5.81,1398.71,2.0,23.2,20.72
2027-11-13 01:00:00,0.6135694056968264,6.25,1385.02,2.0,23.2,20.52
2027-11-13 02:00:00,0.5637746188809138,6.19,1382.11,2.0,23.2,23.15
2027-11-14 00:00:00,0.5826588743682911,5.96,1371.52,2.0,23.2,20.97
2027-11-15 00:00:00,0.7652888793550094,5.89,1360.21,2.0,23.2,22.99
2027-11-15 03:00:00,0.6006591789882859,5.9,1358.34,2.0,23.3,20.69
2027-11-16 00:00:00,0.7155755450067327,5.84,1351.29,2.0,23.2,24.05
2027-11-17 00:00:00,0.6127735464458355,5.81,1346.62,2.0,23.2,19.79
2027-11-19 00:00:00,0.7471936924830286,5.83,1340.29,2.0,23.3,19.7
2027-11-20 00:00:00,0.5901245085603728,5.85,1337.69,2.0,23.2,22.87
2027-11-20 01:00:00,0.580911264582905,5.87,1337.49,2.0,23.3,24.34
2027-11-21 00:00:00,0.5965267251848058,5.85,1336.34,2.0,23.2,21.22
2027-11-22 00:00:00,0.7170120274557196,5.88,1333.85,2.0,23.2,21.53
2027-11-22 03:00:00,0.5574100862749107,5.89,1333.33,2.0,23.3,23.08
2027-11-23 00:00:00,0.584790174150347,5.9,1331.57,2.0,23.2,21.9
2027-11-24 00:00:00,0.5556027859301715,5.87,1328.56,2.0,23.2,21.1
2027-11-25 00:00:00,0.5481811295091406,5.89,1326.07,2.0,23.2,23.63
2027-11-26 00:00:00,0.6271725568652597,5.92,1524.41,2.0,23.1,23.48
2027-11-27 00:00:00,0.6237080520127777,5.91,1519.74,2.0,23.1,22.06
2027-11-28 00:00:00,0.6195571329683641,5.9,1514.24,2.0,23.1,23.45
2027-11-29 00:00:00,0.905098956724512,5.87,1507.18,2.0,23.2,23.4
2027-11-29 01:00:00,0.651747410935102,5.85,1506.87,2.0,23.1,19.52
2027-11-29 02:00:00,0.5668667750607972,5.85,1506.56,2.0,23.1,22.39
2027-11-29 03:00:00,0.5606901466002919,5.86,1506.15,2.0,23.1,24.09
2027-11-30 00:00:00,0.6561669057661458,5.87,1499.19,2.0,23.1,19.14
2027-12-01 00:00:00,0.7711446699659017,5.87,1492.65,2.0,23.1,20.8
2027-12-01 01:00:00,0.5758817721438072,5.86,1492.03,2.0,23.1,23.56
2027-12-01 02:00:00,0.5675881088909082,5.85,1491.82,2.0,23.1,21.64
2027-12-02 00:00:00,0.6228574012779993,5.89,1484.56,2.0,23.1,18.92
2027-12-03 00:00:00,0.6171172691848251,5.97,1475.95,2.0,23.1,19.2
2027-12-04 00:00:00,0.6781319723029746,5.96,1465.15,2.0,23.1,20.52
2027-12-05 00:00:00,0.6412476547040056,5.93,1457.37,2.0,23.0,22.2
2027-12-06 00:00:00,0.776222564414203,5.93,1450.62,2.0,23.0,20.54
2027-12-06 01:00:00,0.558419194355364,5.92,1450.21,2.0,23.0,24.09
2027-12-06 02:00:00,0.5500603239222184,5.93,1449.79,2.0,23.0,24.04
2027-12-07 00:00:00,0.6962399014264911,5.92,1444.29,2.0,23.0,19.83
2027-12-08 00:00:00,0.7061111808087278,5.92,1438.38,2.0,23.0,19.51
2027-12-09 00:00:00,0.6448318550960556,5.9,1434.33,2.0,23.0,19.72
